Time(Sec),Lat(deg),Long(deg),UTM_x(m),UTM_y(m)
336.4617891312,59.6616903128,10.6763902883,6614928.0507351262,594451.5884812255
337.4625961781,59.6616921142,10.6763946250,6614928.2574639777,594451.8277187061
338.4626719952,59.6616931310,10.6763965533,6614928.3734207340,594451.9334904909
338.4626719952,59.6616931917,10.6763965883,6614928.3802250801,594451.9352915798
339.4813292027,59.6616932362,10.6763966317,6614928.3852413110,594451.9376075877
340.4669587612,59.6616932318,10.6763966083,6614928.3847256415,594451.9363053058
341.4635746479,59.6616932373,10.6763965800,6614928.3852976849,594451.9346936977
342.4637048244,59.6616932552,10.6763965883,6614928.3872950831,594451.9351129978
343.4648447037,59.6616932127,10.6763965500,6614928.3825086448,594451.9330730371
344.4642946720,59.6616931997,10.6763966200,6614928.3811608497,594451.9370530030
