Time(ROS) Frame LO(m) AO(deg)
1570701895.387087107 0340 0.33830 -21.30346
1570701895.509886980 0341 0.33912 -21.28741
1570701895.677698612 0342 0.34003 -21.25017
1570701895.842602015 0343 0.35106 -21.22668
1570701896.103601933 0344 0.35047 -21.16423
1570701896.211685181 0345 0.34759 -21.06625
1570701896.337777376 0346 0.34675 -21.00896
1570701896.504342556 0347 0.34548 -20.93619
1570701896.670222044 0348 0.34432 -20.87317
1570701896.875711441 0349 0.35119 -20.82905
1570701897.205828667 0350 0.35166 -20.82160
1570701897.201916933 0351 0.35266 -20.81759
1570701897.331294537 0352 0.35371 -20.83306
1570701897.496399164 0353 0.35396 -20.83936
1570701897.662355661 0354 0.35364 -20.80498
1570701897.830275536 0355 0.35819 -20.75972
1570701897.997410536 0356 0.35712 -20.69727
1570701898.160897732 0357 0.35728 -20.66747
1570701898.324877739 0358 0.35752 -20.64857
1570701898.495467901 0359 0.35762 -20.64799
1570701898.656785250 0360 0.35819 -20.64169
1570701898.829738855 0361 0.36932 -20.66232
1570701898.990017414 0362 0.36924 -20.65372
1570701899.153799057 0363 0.36877 -20.61648
1570701899.318345070 0364 0.36786 -20.55460
1570701899.486966133 0365 0.36675 -20.48986
1570701899.651763439 0366 0.36615 -20.44746
1570701899.822584391 0367 0.36602 -20.42568
1570701900.241279125 0368 0.37766 -20.69757
1570701900.146405220 0369 0.37751 -20.66090
1570701900.312475443 0370 0.37734 -20.62481
1570701900.479027748 0371 0.37809 -20.60533
1570701900.649917126 0372 0.37872 -20.60475
1570701900.827415943 0373 0.36059 -20.58986
1570701900.973613739 0374 0.36048 -20.55032
1570701901.140785217 0375 0.35933 -20.49646
1570701901.307418108 0376 0.35748 -20.43802
1570701901.471842766 0377 0.35560 -20.40078
1570701901.658506632 0378 0.35362 -20.37385
1570701901.801878452 0379 0.35322 -20.37271
1570701901.968292952 0380 0.33453 -20.37672
1570701902.133246422 0381 0.33463 -20.36010
1570701902.311843634 0382 0.33436 -20.32916
1570701902.466971159 0383 0.33390 -20.29708
1570701902.654342413 0384 0.33272 -20.25754
1570701902.795326233 0385 0.33226 -20.22546
1570701902.962219000 0386 0.33145 -20.19394
1570701903.160730839 0387 0.33087 -20.18592
1570701903.293579817 0388 0.33125 -20.18191
1570701903.471881390 0389 0.33214 -20.18306
1570701903.670112848 0390 0.33291 -20.16415
